Country,Year,Status,Life expectancy,Population,Alcohol,Polio, HIV/AIDS
Chad,2000,Developing,47.6,8342559.0,0.25,3.0,4.6
Chile,2014,Developing,83.0,17613798.0,7.16,95.0,0.1
Chile,2013,Developing,81.0,17462982.0,7.2,9.0,0.1
Chile,2012,Developing,79.9,1739746.0,6.76,9.0,0.1
Chile,2011,Developing,79.8,17153357.0,7.26,93.0,0.1
Chile,2010,Developing,79.1,16993354.0,7.93,92.0,0.1
Chile,2009,Developing,79.3,16829442.0,7.67,94.0,0.1
Chile,2008,Developing,79.6,16661942.0,7.31,95.0,0.1
Chile,2007,Developing,78.9,16491687.0,7.39,95.0,0.1
Chile,2006,Developing,78.9,16319792.0,7.33,94.0,0.1
Chile,2005,Developing,78.4,1614764.0,7.57,92.0,0.1
Chile,2004,Developing,78.0,15973778.0,6.32,94.0,0.1
Chile,2003,Developing,77.9,15799542.0,6.37,96.0,0.1
Chile,2002,Developing,77.8,15623635.0,6.06,97.0,0.1
Chile,2001,Developing,77.3,15444969.0,6.1,96.0,0.1
Chile,2000,Developing,77.3,15262754.0,6.24,91.0,0.1
China,2014,Developing,75.8,136427.0,5.78,99.0,0.1
China,2013,Developing,75.6,135738.0,5.79,99.0,0.1
China,2012,Developing,75.4,135695.0,5.74,99.0,0.1
China,2011,Developing,75.2,134413.0,5.63,99.0,0.1
China,2010,Developing,75.0,133775.0,5.75,99.0,0.1
China,2009,Developing,74.9,133126.0,4.88,99.0,0.1
China,2008,Developing,74.5,1324655.0,4.27,99.0,0.1
China,2007,Developing,74.4,1317885.0,3.88,94.0,0.1
China,2006,Developing,74.2,13112.0,3.28,94.0,0.1
China,2005,Developing,73.9,13372.0,2.92,87.0,0.1
China,2004,Developing,73.5,129675.0,3.04,87.0,0.1
China,2003,Developing,73.1,12884.0,2.96,87.0,0.1
China,2002,Developing,72.7,1284.0,2.91,86.0,0.1
China,2001,Developing,72.2,127185.0,2.84,86.0,0.1
China,2000,Developing,71.7,1262645.0,3.06,86.0,0.1
Colombia,2014,Developing,74.6,47791911.0,4.38,9.0,0.1
Colombia,2013,Developing,74.4,47342981.0,4.41,91.0,0.1
Colombia,2012,Developing,74.3,46881475.0,4.44,91.0,0.1
Colombia,2011,Developing,74.2,4646646.0,4.37,85.0,0.1
Colombia,2010,Developing,73.6,4591897.0,4.28,88.0,0.1
Colombia,2009,Developing,73.6,45416181.0,4.34,92.0,0.1
Colombia,2008,Developing,73.5,4491544.0,4.45,92.0,0.1
Colombia,2007,Developing,73.5,44374572.0,4.66,93.0,0.1
Colombia,2006,Developing,73.1,43835722.0,4.53,94.0,0.1
Colombia,2005,Developing,73.1,43285634.0,4.38,93.0,0.1
Colombia,2004,Developing,72.8,42724163.0,4.26,89.0,0.1
Colombia,2003,Developing,72.4,42152151.0,4.25,92.0,0.1
Colombia,2002,Developing,71.8,41572491.0,4.45,83.0,0.1
Colombia,2001,Developing,71.5,498899.0,4.43,83.0,0.1
Colombia,2000,Developing,71.4,443958.0,4.66,82.0,0.1
Comoros,2014,Developing,63.2,759385.0,0.01,87.0,0.8
Comoros,2013,Developing,62.9,7415.0,0.01,85.0,0.8
Comoros,2012,Developing,62.5,723868.0,0.01,85.0,0.8
Comoros,2011,Developing,62.2,76569.0,0.12,85.0,0.2
Comoros,2010,Developing,61.8,689692.0,0.15,82.0,0.1
Comoros,2009,Developing,61.3,673252.0,0.17,84.0,0.1
Comoros,2008,Developing,61.0,657229.0,0.12,81.0,0.1
Comoros,2007,Developing,66.0,64162.0,0.16,75.0,0.1
Comoros,2006,Developing,63.0,626425.0,0.25,69.0,0.1
Comoros,2005,Developing,60.0,611627.0,0.24,67.0,0.1
Comoros,2004,Developing,59.8,597228.0,0.27,73.0,0.1
Comoros,2003,Developing,59.6,583211.0,0.26,8.0,0.1
Comoros,2002,Developing,59.5,569479.0,0.08,98.0,0.1
Comoros,2001,Developing,59.5,555888.0,0.08,7.0,0.1
Comoros,2000,Developing,59.5,542357.0,0.09,7.0,0.1
Costa Rica,2014,Developing,79.5,4757575.0,3.45,91.0,0.1
Costa Rica,2013,Developing,79.4,47641.0,3.42,95.0,0.1
Costa Rica,2012,Developing,79.2,4654122.0,3.34,9.0,0.1
Costa Rica,2011,Developing,79.0,46474.0,3.41,82.0,0.1
Costa Rica,2010,Developing,78.1,454528.0,3.58,93.0,0.1
Costa Rica,2009,Developing,79.2,4488263.0,4.07,8.0,0.1
Costa Rica,2008,Developing,78.9,442958.0,4.22,89.0,0.1
Costa Rica,2007,Developing,78.9,4369469.0,4.2,89.0,0.1
Costa Rica,2006,Developing,78.0,438794.0,4.15,89.0,0.1
Costa Rica,2005,Developing,78.6,4247841.0,4.1,91.0,0.1
Costa Rica,2004,Developing,77.7,418738.0,4.09,9.0,0.1
Costa Rica,2003,Developing,78.0,4125971.0,4.04,88.0,0.1
Costa Rica,2002,Developing,78.3,46324.0,4.17,94.0,0.1
Costa Rica,2001,Developing,77.5,3996798.0,4.29,92.0,0.1
Costa Rica,2000,Developing,77.6,3925443.0,4.34,8.0,0.1
Croatia,2014,Developed,77.8,4238389.0,12.14,95.0,0.1
Croatia,2013,Developed,77.7,4255689.0,12.39,96.0,0.1
Croatia,2012,Developed,77.1,4267558.0,11.49,96.0,0.1
Croatia,2011,Developed,77.0,428622.0,12.19,96.0,0.1
Croatia,2010,Developed,76.6,4417781.0,12.1,97.0,0.1
Croatia,2009,Developed,76.3,442978.0,12.21,96.0,0.1
Croatia,2008,Developed,76.0,443458.0,12.06,96.0,0.1
Croatia,2007,Developed,75.8,4436.0,12.56,96.0,0.1
Croatia,2006,Developed,75.9,444.0,11.83,96.0,0.1
Croatia,2005,Developed,75.2,4442.0,11.59,96.0,0.1
Croatia,2004,Developed,75.4,4439.0,13.11,96.0,0.1
Croatia,2003,Developed,74.7,444.0,13.78,95.0,0.1
Croatia,2002,Developed,74.8,444.0,13.39,95.0,0.1
Croatia,2001,Developed,74.9,444.0,13.15,94.0,0.1
Croatia,2000,Developed,74.7,4426.0,12.73,94.0,0.1
Cyprus,2014,Developed,83.0,115239.0,0.01,99.0,0.1
Cyprus,2013,Developed,81.0,1143896.0,9.04,99.0,0.1
Cyprus,2012,Developed,80.0,113562.0,10.55,99.0,0.1
Cyprus,2011,Developed,79.7,1124835.0,10.69,99.0,0.1
Cyprus,2010,Developed,79.5,111267.0,11.32,99.0,0.1
Cyprus,2009,Developed,79.3,19876.0,10.8,99.0,0.1
Cyprus,2008,Developed,79.1,181563.0,12.01,97.0,0.1
Cyprus,2007,Developed,78.9,163712.0,11.56,97.0,0.1
Cyprus,2006,Developed,78.8,14559.0,11.47,97.0,0.1
Cyprus,2005,Developed,78.7,127658.0,11.41,98.0,0.1
Cyprus,2004,Developed,78.6,1141.0,13.03,98.0,0.1
Cyprus,2003,Developed,78.5,993563.0,10.62,98.0,0.1
Cyprus,2002,Developed,78.4,976966.0,11.68,98.0,0.1
Cyprus,2001,Developed,78.2,96282.0,10.16,97.0,0.1
Cyprus,2000,Developed,78.1,943286.0,9.56,97.0,0.1
Denmark,2014,Developed,84.0,5643475.0,9.64,94.0,0.1
Denmark,2013,Developed,81.0,5614932.0,9.5,94.0,0.1
Denmark,2012,Developed,80.0,5591572.0,9.26,94.0,0.1
Denmark,2011,Developed,79.7,557572.0,10.47,91.0,0.1
Denmark,2010,Developed,79.2,5547683.0,10.28,9.0,0.1
Denmark,2009,Developed,78.9,552395.0,10.08,89.0,0.1
Denmark,2008,Developed,78.8,5493621.0,10.7,88.0,0.1
Denmark,2007,Developed,78.4,5461438.0,10.99,87.0,0.1
Denmark,2006,Developed,78.1,5437272.0,11.02,93.0,0.1
Denmark,2005,Developed,78.1,5419432.0,11.28,93.0,0.1
Denmark,2004,Developed,77.7,544523.0,11.27,95.0,0.1
Denmark,2003,Developed,77.3,539574.0,11.54,96.0,0.1
Denmark,2002,Developed,77.0,5375931.0,11.34,98.0,0.1
Denmark,2001,Developed,77.0,5358783.0,11.56,97.0,0.1
Denmark,2000,Developed,76.9,5339616.0,11.69,97.0,0.1
Djibouti,2014,Developing,63.0,912164.0,0.38,78.0,2.1
Djibouti,2013,Developing,62.7,896688.0,0.53,82.0,2.1
Djibouti,2012,Developing,62.2,881185.0,0.52,81.0,1.9
Djibouti,2011,Developing,61.8,865937.0,0.39,87.0,2.7
Djibouti,2010,Developing,61.3,851146.0,0.44,88.0,3.1
Djibouti,2009,Developing,69.0,83684.0,0.49,89.0,3.2
Djibouti,2008,Developing,62.0,822934.0,0.49,89.0,3.3
Djibouti,2007,Developing,59.8,8942.0,0.45,88.0,3.5
Djibouti,2006,Developing,59.1,79628.0,1.02,72.0,3.7
Djibouti,2005,Developing,58.6,783254.0,1.23,71.0,3.9
Djibouti,2004,Developing,58.1,77752.0,1.18,64.0,4.0
Djibouti,2003,Developing,58.0,758615.0,1.02,68.0,4.2
Djibouti,2002,Developing,57.9,746221.0,1.03,62.0,4.3
Djibouti,2001,Developing,57.7,732711.0,0.95,49.0,4.3
Djibouti,2000,Developing,57.4,717584.0,1.34,46.0,4.1
Dominican Republic,2014,Developing,73.6,145844.0,5.92,9.0,0.3
Dominican Republic,2013,Developing,73.4,1281296.0,5.93,82.0,0.3
Dominican Republic,2012,Developing,72.1,115495.0,5.93,85.0,0.4
Dominican Republic,2011,Developing,73.1,12795.0,5.91,84.0,0.7
Dominican Republic,2010,Developing,72.7,9897985.0,6.02,85.0,0.9
Dominican Republic,2009,Developing,73.6,9767758.0,6.05,85.0,1.2
Dominican Republic,2008,Developing,73.3,963652.0,6.12,86.0,1.4
Dominican Republic,2007,Developing,72.9,954353.0,6.05,86.0,1.6
Dominican Republic,2006,Developing,72.3,9371338.0,6.2,88.0,1.8
Dominican Republic,2005,Developing,69.7,9237566.0,5.71,86.0,2.0
Dominican Republic,2004,Developing,69.3,912998.0,5.16,66.0,2.1
Dominican Republic,2003,Developing,73.0,896776.0,6.32,65.0,2.3
Dominican Republic,2002,Developing,71.4,8832285.0,6.43,74.0,2.4
Dominican Republic,2001,Developing,71.2,8697126.0,6.13,71.0,2.5
Dominican Republic,2000,Developing,72.0,8562622.0,6.58,71.0,2.5
Ecuador,2014,Developing,76.0,1593112.0,3.82,84.0,0.1
Ecuador,2013,Developing,76.0,15661547.0,3.77,87.0,0.1
Ecuador,2012,Developing,75.5,15419666.0,3.92,85.0,0.1
Ecuador,2011,Developing,75.3,15177355.0,3.99,85.0,0.1
Ecuador,2010,Developing,75.0,1493469.0,3.95,88.0,0.1
Ecuador,2009,Developing,75.1,14691275.0,3.87,91.0,0.1
Ecuador,2008,Developing,74.6,14447562.0,3.76,94.0,0.1
Ecuador,2007,Developing,74.7,1425453.0,3.63,95.0,0.2
Ecuador,2006,Developing,74.4,1396748.0,3.52,92.0,0.3
Ecuador,2005,Developing,74.2,13735233.0,3.54,89.0,0.3
Ecuador,2004,Developing,74.4,1359647.0,3.65,9.0,0.3
Ecuador,2003,Developing,74.4,1328961.0,3.69,97.0,0.3
Ecuador,2002,Developing,73.6,13726.0,3.88,88.0,0.3
Ecuador,2001,Developing,73.4,12852755.0,4.13,9.0,0.3
Ecuador,2000,Developing,72.8,12628596.0,3.99,83.0,0.3
El Salvador,2014,Developing,73.3,6281189.0,2.52,93.0,0.2
El Salvador,2013,Developing,73.0,625777.0,2.42,92.0,0.2
El Salvador,2012,Developing,73.0,6221246.0,2.48,93.0,0.3
El Salvador,2011,Developing,72.0,619256.0,2.37,9.0,0.3
El Salvador,2010,Developing,72.0,6164626.0,2.36,89.0,0.3
El Salvador,2009,Developing,71.4,6137276.0,2.55,91.0,0.3
El Salvador,2008,Developing,71.7,61131.0,2.68,98.0,0.3
El Salvador,2007,Developing,71.2,683475.0,2.83,99.0,0.3
El Salvador,2006,Developing,75.0,656478.0,2.77,96.0,0.2
El Salvador,2005,Developing,71.0,628961.0,2.77,89.0,0.2
El Salvador,2004,Developing,70.0,6775.0,2.9,9.0,0.3
El Salvador,2003,Developing,69.9,5971535.0,3.1,93.0,0.3
El Salvador,2002,Developing,73.0,59433.0,2.97,81.0,0.4
El Salvador,2001,Developing,68.9,595962.0,2.88,94.0,0.4
El Salvador,2000,Developing,69.0,5867626.0,2.79,98.0,0.4
Equatorial Guinea,2014,Developing,57.9,1129424.0,0.01,24.0,4.4
Equatorial Guinea,2013,Developing,57.4,183746.0,10.72,3.0,5.7
Equatorial Guinea,2012,Developing,56.7,138593.0,11.89,3.0,8.2
Equatorial Guinea,2011,Developing,56.2,99429.0,10.99,39.0,7.7
Equatorial Guinea,2010,Developing,56.1,95114.0,9.93,59.0,7.2
Equatorial Guinea,2009,Developing,55.7,99111.0,7.97,57.0,7.3
Equatorial Guinea,2008,Developing,55.4,868418.0,8.34,55.0,6.3
Equatorial Guinea,2007,Developing,55.0,829327.0,6.86,54.0,5.9
Equatorial Guinea,2006,Developing,54.8,792217.0,7.28,52.0,5.3
Equatorial Guinea,2005,Developing,54.4,757317.0,7.19,5.0,4.9
Equatorial Guinea,2004,Developing,54.1,724817.0,6.28,48.0,4.4
Equatorial Guinea,2003,Developing,53.8,694611.0,7.13,46.0,3.6
Equatorial Guinea,2002,Developing,53.5,66647.0,6.01,44.0,2.9
Equatorial Guinea,2001,Developing,53.1,639762.0,5.07,43.0,2.3
Equatorial Guinea,2000,Developing,52.7,614323.0,4.46,41.0,1.9
Eritrea,2011,Developing,62.9,447469.0,0.62,96.0,0.7
Eritrea,2010,Developing,62.1,43984.0,0.61,9.0,0.9
Eritrea,2009,Developing,61.4,431334.0,0.63,92.0,1.0
Eritrea,2008,Developing,67.0,4232636.0,0.49,94.0,1.1
Eritrea,2007,Developing,62.0,4153332.0,1.23,91.0,1.3
Eritrea,2006,Developing,59.7,466648.0,0.97,94.0,1.4
Eritrea,2005,Developing,59.4,39697.0,1.07,96.0,1.6
Eritrea,2004,Developing,59.1,3858623.0,0.64,98.0,1.8
Eritrea,2003,Developing,58.8,3738265.0,0.56,95.0,1.9
Eritrea,2002,Developing,58.5,3614639.0,0.83,92.0,1.9
Eritrea,2001,Developing,58.1,3497124.0,0.61,89.0,2.0
Eritrea,2000,Developing,45.3,339281.0,0.83,82.0,1.9
Estonia,2014,Developing,77.3,1314545.0,0.01,93.0,0.1
Estonia,2013,Developing,76.9,1317997.0,0.01,94.0,0.1
Estonia,2012,Developing,76.3,1322696.0,0.01,94.0,0.1
Estonia,2011,Developing,76.1,1327439.0,0.01,93.0,0.1
Estonia,2010,Developing,75.6,1331475.0,14.97,94.0,0.1
Estonia,2009,Developing,74.9,1334515.0,15.04,95.0,0.1
Estonia,2008,Developing,74.2,13379.0,16.99,95.0,0.1
Estonia,2007,Developing,73.0,13468.0,17.87,95.0,0.1
Estonia,2006,Developing,73.0,134681.0,16.58,95.0,0.1
Estonia,2005,Developing,72.8,1354775.0,15.52,96.0,0.1
Estonia,2004,Developing,72.3,136255.0,15.07,95.0,0.1
Estonia,2003,Developing,71.9,13772.0,11.64,95.0,0.1
Estonia,2002,Developing,71.2,137935.0,11.48,94.0,0.1
Estonia,2001,Developing,78.0,1388115.0,0.01,94.0,0.1
Estonia,2000,Developing,78.0,1396985.0,0.01,93.0,0.1
Ethiopia,2014,Developing,64.2,97366774.0,0.01,75.0,0.6
Ethiopia,2013,Developing,63.7,94887724.0,1.86,7.0,0.9
Ethiopia,2012,Developing,63.3,92444183.0,1.84,7.0,1.2
Ethiopia,2011,Developing,62.6,946756.0,1.32,7.0,1.4
Ethiopia,2010,Developing,61.8,877267.0,1.34,69.0,1.7
Ethiopia,2009,Developing,68.0,85416253.0,1.17,65.0,2.0
Ethiopia,2008,Developing,59.8,83184892.0,1.13,63.0,2.4
Ethiopia,2007,Developing,58.5,8149.0,1.06,61.0,2.8
Ethiopia,2006,Developing,57.2,7885689.0,1.22,59.0,3.3
Ethiopia,2005,Developing,56.0,7672783.0,0.99,56.0,3.7
Ethiopia,2004,Developing,55.0,7462445.0,0.86,54.0,4.1
Ethiopia,2003,Developing,54.0,72545144.0,0.79,55.0,4.4
Ethiopia,2002,Developing,53.2,7497192.0,0.8,55.0,4.6
Ethiopia,2001,Developing,52.5,68492257.0,0.85,55.0,4.9
Ethiopia,2000,Developing,51.2,66537331.0,0.88,55.0,5.0
Fiji,2014,Developing,69.7,88586.0,0.01,99.0,0.1
Fiji,2013,Developing,69.6,879715.0,0.01,99.0,0.1
Fiji,2012,Developing,69.4,873596.0,0.01,99.0,0.1
Fiji,2011,Developing,69.2,86786.0,0.01,99.0,0.1
Fiji,2010,Developing,69.1,85995.0,2.25,99.0,0.1
Fiji,2009,Developing,68.9,851967.0,2.31,99.0,0.1
Fiji,2008,Developing,68.7,84334.0,1.95,99.0,0.1
Fiji,2007,Developing,68.6,834812.0,2.09,99.0,0.1
Fiji,2006,Developing,68.5,827411.0,2.06,98.0,0.1
Fiji,2005,Developing,68.3,821817.0,2.02,97.0,0.1
Fiji,2004,Developing,68.1,818354.0,1.63,96.0,0.1
Fiji,2003,Developing,68.0,816628.0,1.76,95.0,0.1
Fiji,2002,Developing,67.9,815691.0,1.85,94.0,0.1
Fiji,2001,Developing,67.8,814218.0,1.93,92.0,0.1
Fiji,2000,Developing,67.7,811223.0,2.05,91.0,0.1
Finland,2014,Developing,89.0,5461512.0,8.8,98.0,0.1
Finland,2013,Developing,87.0,5438972.0,8.97,98.0,0.1
Finland,2012,Developing,84.0,5413971.0,9.24,99.0,0.1
Finland,2011,Developing,83.0,5388272.0,9.81,99.0,0.1
Finland,2010,Developing,79.9,5363352.0,9.72,99.0,0.1
Finland,2009,Developing,79.7,5338871.0,9.96,99.0,0.1
Finland,2008,Developing,79.6,5313399.0,10.26,97.0,0.1
Finland,2007,Developing,79.3,528872.0,10.45,97.0,0.1
Finland,2006,Developing,79.2,5266268.0,10.15,97.0,0.1
Finland,2005,Developing,78.9,524696.0,9.95,97.0,0.1
Finland,2004,Developing,78.7,5228172.0,9.89,96.0,0.1
Finland,2003,Developing,78.4,521314.0,9.31,96.0,0.1
Finland,2002,Developing,78.1,52598.0,9.25,95.0,0.1
Finland,2001,Developing,78.0,51888.0,8.94,95.0,0.1
Finland,2000,Developing,77.5,517629.0,8.59,96.0,0.1
France,2014,Developing,82.2,66331957.0,11.5,98.0,0.1
France,2013,Developing,82.0,6599857.0,11.1,99.0,0.1
France,2012,Developing,81.5,6565979.0,11.5,99.0,0.1
France,2011,Developing,81.7,65342776.0,11.8,99.0,0.1
France,2010,Developing,81.3,6527512.0,11.7,99.0,0.1
France,2009,Developing,81.1,647744.0,11.8,98.0,0.1
France,2008,Developing,89.0,6437499.0,11.9,98.0,0.1
France,2007,Developing,89.0,6416229.0,12.2,99.0,0.1
France,2006,Developing,86.0,63621376.0,12.4,99.0,0.1
France,2005,Developing,81.0,63179356.0,12.2,98.0,0.1
France,2004,Developing,82.0,6274897.0,13.18,99.0,0.1
France,2003,Developing,79.3,62244884.0,13.49,96.0,0.1
France,2002,Developing,79.2,6185267.0,13.78,97.0,0.1
France,2001,Developing,79.0,61357431.0,13.89,98.0,0.1
France,2000,Developing,78.8,6912498.0,13.63,98.0,0.1
Gabon,2014,Developing,65.5,1875713.0,0.01,68.0,2.8
Gabon,2013,Developing,64.6,1817271.0,8.86,77.0,3.7
Gabon,2012,Developing,63.5,1756817.0,8.3,8.0,4.9
Gabon,2011,Developing,62.8,169711.0,8.9,75.0,6.0
Gabon,2010,Developing,62.3,16421.0,8.85,68.0,7.0
Gabon,2009,Developing,61.7,1586754.0,8.64,74.0,8.0
Gabon,2008,Developing,61.6,1536411.0,8.75,81.0,8.9
Gabon,2007,Developing,61.6,1489193.0,9.02,78.0,10.0
Gabon,2006,Developing,61.4,1444844.0,8.01,44.0,10.7
Gabon,2005,Developing,65.0,143126.0,7.72,44.0,10.9
Gabon,2004,Developing,59.7,136425.0,8.13,44.0,11.1
Gabon,2003,Developing,59.7,1328146.0,6.47,44.0,11.0
Gabon,2002,Developing,59.7,129449.0,8.34,44.0,10.7
Gabon,2001,Developing,59.8,1262259.0,9.29,44.0,10.1
Gabon,2000,Developing,61.0,1231122.0,8.87,44.0,9.5
Georgia,2014,Developing,74.5,3727.0,6.13,91.0,0.1
Georgia,2013,Developing,74.5,3776.0,5.91,94.0,0.1
Georgia,2012,Developing,74.2,3825.0,7.71,93.0,0.1
Georgia,2011,Developing,73.9,3875.0,8.14,88.0,0.1
Georgia,2010,Developing,73.8,3926.0,7.24,88.0,0.1
Georgia,2009,Developing,73.2,3978.0,6.66,93.0,0.1
Georgia,2008,Developing,73.9,43.0,7.17,9.0,0.1
Georgia,2007,Developing,74.4,482.0,8.65,88.0,0.1
Georgia,2006,Developing,73.9,4136.0,6.18,89.0,0.1
Georgia,2005,Developing,73.9,419.0,4.7,82.0,0.1
Georgia,2004,Developing,72.3,4245.0,3.74,66.0,0.1
Georgia,2003,Developing,72.7,431.0,3.36,74.0,0.1
Georgia,2002,Developing,71.7,4357.0,2.72,89.0,0.1
Georgia,2001,Developing,73.0,43864.0,2.76,83.0,0.1
Georgia,2000,Developing,71.8,44183.0,3.28,81.0,0.1
Germany,2014,Developed,89.0,89825.0,11.03,94.0,0.1
Germany,2013,Developed,86.0,864565.0,10.94,94.0,0.1
Germany,2012,Developed,86.0,8425823.0,11.18,94.0,0.1
Germany,2011,Developed,85.0,8274983.0,11.2,94.0,0.1
Germany,2010,Developed,81.0,8177693.0,11.2,94.0,0.1
Germany,2009,Developed,80.0,819237.0,11.22,95.0,0.1
Germany,2008,Developed,79.9,821197.0,11.36,95.0,0.1
Germany,2007,Developed,79.8,82266372.0,11.5,95.0,0.1
Germany,2006,Developed,79.6,82376451.0,11.76,94.0,0.1
Germany,2005,Developed,79.2,82469422.0,11.67,95.0,0.1
Germany,2004,Developed,79.1,8251626.0,11.83,96.0,0.1
Germany,2003,Developed,78.5,82534176.0,11.92,96.0,0.1
Germany,2002,Developed,78.4,82488495.0,12.25,97.0,0.1
Germany,2001,Developed,78.3,82349925.0,12.46,96.0,0.1
Germany,2000,Developed,78.0,8221158.0,12.91,94.0,0.1
Ghana,2014,Developing,62.1,26962563.0,0.01,93.0,0.8
Ghana,2013,Developing,61.9,26346251.0,0.01,91.0,0.9
Ghana,2012,Developing,61.6,2573349.0,0.01,91.0,0.9
Ghana,2011,Developing,61.2,25121796.0,1.64,91.0,1.3
Ghana,2010,Developing,69.0,2451214.0,1.69,94.0,1.9
Ghana,2009,Developing,66.0,2393831.0,1.76,94.0,2.1
Ghana,2008,Developing,63.0,2329864.0,1.78,92.0,2.2
Ghana,2007,Developing,59.9,227212.0,1.25,94.0,2.6
Ghana,2006,Developing,59.4,22113425.0,1.7,84.0,2.9
Ghana,2005,Developing,58.9,215429.0,1.5,85.0,3.1
Ghana,2004,Developing,58.3,2986536.0,1.46,81.0,3.2
Ghana,2003,Developing,57.9,2446782.0,1.53,8.0,3.4
Ghana,2002,Developing,57.6,19924522.0,1.6,8.0,3.5
Ghana,2001,Developing,57.4,1942165.0,1.49,81.0,3.5
Ghana,2000,Developing,57.2,18938762.0,1.6,88.0,3.6
Greece,2014,Developing,88.0,1892413.0,7.53,99.0,0.1
Greece,2013,Developing,86.0,1965211.0,7.46,99.0,0.1
Greece,2012,Developing,84.0,114511.0,8.2,99.0,0.1
Greece,2011,Developing,85.0,1114899.0,8.02,99.0,0.1
Greece,2010,Developing,83.0,11121341.0,9.0,99.0,0.1
Greece,2009,Developing,80.0,111717.0,9.08,99.0,0.1
Greece,2008,Developing,79.9,1177841.0,9.51,99.0,0.1
Greece,2007,Developing,79.4,1148473.0,9.67,99.0,0.1
Greece,2006,Developing,79.7,112362.0,9.42,98.0,0.1
Greece,2005,Developing,79.3,1987314.0,9.95,96.0,0.1
Greece,2004,Developing,79.2,1955141.0,9.56,95.0,0.1
Greece,2003,Developing,79.1,19287.0,9.46,93.0,0.1
Greece,2002,Developing,79.0,19222.0,8.09,92.0,0.1
Greece,2001,Developing,78.7,1862132.0,8.62,9.0,0.1
Greece,2000,Developing,78.2,18588.0,8.48,89.0,0.1
Guatemala,2014,Developing,71.7,15923559.0,1.88,65.0,0.4
Guatemala,2013,Developing,71.4,15596214.0,1.93,84.0,0.4
Guatemala,2012,Developing,71.3,1527156.0,2.02,94.0,0.4
Guatemala,2011,Developing,71.1,14948919.0,2.16,88.0,0.4
Guatemala,2010,Developing,77.0,1463417.0,2.14,94.0,0.4
Guatemala,2009,Developing,76.0,1431628.0,2.14,92.0,0.4
Guatemala,2008,Developing,79.0,146366.0,2.21,96.0,0.4
Guatemala,2007,Developing,75.0,137286.0,2.4,85.0,0.4
Guatemala,2006,Developing,69.7,133978.0,2.38,9.0,0.4
Guatemala,2005,Developing,69.2,139628.0,2.35,87.0,0.4
Guatemala,2004,Developing,69.6,12796925.0,2.4,88.0,0.4
Guatemala,2003,Developing,69.4,125478.0,2.45,84.0,0.4
Guatemala,2002,Developing,69.3,1228848.0,2.41,82.0,0.3
Guatemala,2001,Developing,68.4,11924946.0,2.53,78.0,0.3
Guatemala,2000,Developing,67.7,1165743.0,2.63,8.0,0.2
Guinea,2014,Developing,58.1,118559.0,0.01,42.0,0.5
Guinea,2013,Developing,58.8,11536615.0,0.01,63.0,1.0
Guinea,2012,Developing,58.4,11281469.0,0.01,63.0,1.9
Guinea,2011,Developing,58.1,113517.0,0.22,63.0,2.0
Guinea,2010,Developing,57.8,179417.0,0.2,62.0,2.2
Guinea,2009,Developing,57.3,1556524.0,0.18,6.0,2.3
Guinea,2008,Developing,56.8,1323142.0,0.21,59.0,2.3
Guinea,2007,Developing,56.4,196727.0,0.19,46.0,2.4
Guinea,2006,Developing,55.6,9881428.0,0.16,53.0,2.6
Guinea,2005,Developing,54.7,9679745.0,0.21,59.0,2.7
Guinea,2004,Developing,54.0,949229.0,0.34,65.0,2.8
Guinea,2003,Developing,53.3,939848.0,0.18,61.0,2.9
Guinea,2002,Developing,52.9,9137345.0,0.21,56.0,3.0
Guinea,2001,Developing,52.5,8971139.0,0.17,52.0,3.0
Guinea,2000,Developing,52.5,888546.0,0.17,47.0,3.0
Guinea-Bissau,2014,Developing,58.4,1725744.0,0.01,87.0,3.4
Guinea-Bissau,2013,Developing,58.1,1681495.0,0.01,87.0,4.5
Guinea-Bissau,2012,Developing,57.6,1638139.0,0.01,87.0,5.3
Guinea-Bissau,2011,Developing,57.1,1596154.0,3.57,85.0,5.7
Guinea-Bissau,2010,Developing,56.7,155588.0,3.21,82.0,5.9
Guinea-Bissau,2009,Developing,56.3,1517448.0,2.55,78.0,6.0
Guinea-Bissau,2008,Developing,55.6,148841.0,2.64,77.0,6.0
Guinea-Bissau,2007,Developing,55.0,1445958.0,2.98,76.0,5.7
Guinea-Bissau,2006,Developing,54.4,1412669.0,3.22,74.0,5.6
Guinea-Bissau,2005,Developing,53.9,138838.0,3.1,73.0,5.4
Guinea-Bissau,2004,Developing,53.5,135345.0,2.58,69.0,5.0
Guinea-Bissau,2003,Developing,53.0,132122.0,2.16,65.0,4.6
Guinea-Bissau,2002,Developing,52.8,1293523.0,2.47,61.0,4.1
Guinea-Bissau,2001,Developing,52.5,1267512.0,2.55,56.0,3.6
Guinea-Bissau,2000,Developing,52.1,1243229.0,2.84,52.0,3.1
Guyana,2014,Developing,66.0,763393.0,7.64,97.0,0.3
Guyana,2013,Developing,65.9,75881.0,7.56,98.0,0.3
Guyana,2012,Developing,65.8,75391.0,7.57,97.0,0.3
Guyana,2011,Developing,65.6,7491.0,7.56,93.0,0.4
Guyana,2010,Developing,65.9,746556.0,7.52,95.0,0.4
Guyana,2009,Developing,66.1,745693.0,7.49,97.0,0.3
Guyana,2008,Developing,66.3,746314.0,7.32,93.0,0.8
Guyana,2007,Developing,65.7,747869.0,7.2,94.0,1.9
